base_case_id,state,region_id,season,label,scenario_type,score,decision,abstained,score_delta_vs_observed,decision_changed,evidence_completeness,imputation
V08-CON-GAN-SUM-07,load_unavailable,gangneung,summer,normal,short_transient_spike,0.01523333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-07,weather_unavailable,gangneung,summer,normal,short_transient_spike,0.01523333,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-07,phase_unavailable,gangneung,summer,normal,short_transient_spike,0.03480000,normal,false,0.01956667,false,0.33333333,none
V08-CON-GAN-SUM-08,as_observed,gangneung,summer,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-08,load_unavailable,gangneung,summer,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-08,weather_unavailable,gangneung,summer,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-08,phase_unavailable,gangneung,summer,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-09,as_observed,gangneung,summer,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-09,load_unavailable,gangneung,summer,normal,short_transient_spike,0.03480000,normal,false,0.00416667,false,0.33333333,none
V08-CON-GAN-SUM-09,weather_unavailable,gangneung,summer,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-09,phase_unavailable,gangneung,summer,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-10,as_observed,gangneung,summer,normal,allowed_partial_operation,0.22533333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-10,load_unavailable,gangneung,summer,normal,allowed_partial_operation,0.22533333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-10,weather_unavailable,gangneung,summer,normal,allowed_partial_operation,0.22533333,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-10,phase_unavailable,gangneung,summer,normal,allowed_partial_operation,0.26400000,normal,false,0.03866667,false,0.33333333,none
V08-CON-GAN-SUM-11,as_observed,gangneung,summer,normal,allowed_partial_operation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-11,load_unavailable,gangneung,summer,normal,allowed_partial_operation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-11,weather_unavailable,gangneung,summer,normal,allowed_partial_operation,0.02476667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-11,phase_unavailable,gangneung,summer,normal,allowed_partial_operation,0.03440000,normal,false,0.00963333,false,0.33333333,none
V08-CON-GAN-SUM-12,as_observed,gangneung,summer,normal,allowed_partial_operation,0.08526667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-12,load_unavailable,gangneung,summer,normal,allowed_partial_operation,0.08526667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-12,weather_unavailable,gangneung,summer,normal,allowed_partial_operation,0.08526667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-12,phase_unavailable,gangneung,summer,normal,allowed_partial_operation,0.11120000,normal,false,0.02593333,false,0.33333333,none
V08-CON-GAN-SUM-13,as_observed,gangneung,summer,normal,temporary_load_fluctuation,0.01523333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-13,load_unavailable,gangneung,summer,normal,temporary_load_fluctuation,0.01523333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-13,weather_unavailable,gangneung,summer,normal,temporary_load_fluctuation,0.01523333,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-13,phase_unavailable,gangneung,summer,normal,temporary_load_fluctuation,0.03480000,normal,false,0.01956667,false,0.33333333,none
V08-CON-GAN-SUM-14,as_observed,gangneung,summer,normal,temporary_load_fluctuation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-14,load_unavailable,gangneung,summer,normal,temporary_load_fluctuation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-14,weather_unavailable,gangneung,summer,normal,temporary_load_fluctuation,0.02476667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-14,phase_unavailable,gangneung,summer,normal,temporary_load_fluctuation,0.03440000,normal,false,0.00963333,false,0.33333333,none
V08-CON-GAN-SUM-15,as_observed,gangneung,summer,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-15,load_unavailable,gangneung,summer,normal,feature_missing_normal,0.15760000,normal,false,-0.00226667,false,0.00000000,none
V08-CON-GAN-SUM-15,weather_unavailable,gangneung,summer,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-15,phase_unavailable,gangneung,summer,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-16,as_observed,gangneung,summer,normal,feature_missing_normal,0.20433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-16,load_unavailable,gangneung,summer,normal,feature_missing_normal,0.22476667,normal,false,0.02043333,false,0.33333333,none
V08-CON-GAN-SUM-16,weather_unavailable,gangneung,summer,normal,feature_missing_normal,0.20433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-16,phase_unavailable,gangneung,summer,normal,feature_missing_normal,0.21486667,normal,false,0.01053333,false,0.33333333,none
V08-CON-GAN-SUM-17,as_observed,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,0.58033333,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-17,load_unavailable,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,0.65836667,anomaly,false,0.07803333,false,0.66666667,none
V08-CON-GAN-SUM-17,weather_unavailable,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,0.58033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-17,phase_unavailable,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,0.64846667,anomaly,false,0.06813333,false,0.66666667,none
V08-CON-GAN-SUM-18,as_observed,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,0.93866667,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-18,load_unavailable,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,1.00000000,anomaly,false,0.06133333,false,0.66666667,none
V08-CON-GAN-SUM-18,weather_unavailable,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,0.93866667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-18,phase_unavailable,gangneung,summer,normal,high_cloud_or_rainfall_hard_negative,1.00000000,anomaly,false,0.06133333,false,0.66666667,none
V08-CON-GAN-SUM-19,as_observed,gangneung,summer,abnormal,post_sunrise_persistent_activation,0.52466667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-19,load_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,0.46933333,normal,false,-0.05533333,false,0.66666667,none
V08-CON-GAN-SUM-19,weather_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,0.52466667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-19,phase_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,0.51113333,abstain,true,-0.01353333,true,0.66666667,none
V08-CON-GAN-SUM-20,as_observed,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-20,load_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-20,weather_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-20,phase_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-21,as_observed,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-21,load_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-21,weather_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-21,phase_unavailable,gangneung,summer,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-22,as_observed,gangneung,summer,abnormal,deep_day_partial_activation,0.52466667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-22,load_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,0.46933333,normal,false,-0.05533333,false,0.66666667,none
V08-CON-GAN-SUM-22,weather_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,0.52466667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-22,phase_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,0.51113333,abstain,true,-0.01353333,true,0.66666667,none
V08-CON-GAN-SUM-23,as_observed,gangneung,summer,abnormal,deep_day_partial_activation,0.77033333,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-23,load_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,0.66256667,anomaly,false,-0.10776667,false,0.66666667,none
V08-CON-GAN-SUM-23,weather_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-23,phase_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,0.69886667,anomaly,false,-0.07146667,false,0.66666667,none
V08-CON-GAN-SUM-24,as_observed,gangneung,summer,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-24,load_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-24,weather_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-24,phase_unavailable,gangneung,summer,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-25,as_observed,gangneung,summer,abnormal,deep_day_full_activation,0.33966667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-SUM-25,load_unavailable,gangneung,summer,abnormal,deep_day_full_activation,0.26583333,normal,false,-0.07383333,false,0.66666667,none
V08-CON-GAN-SUM-25,weather_unavailable,gangneung,summer,abnormal,deep_day_full_activation,0.33966667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-25,phase_unavailable,gangneung,summer,abnormal,deep_day_full_activation,0.30763333,normal,false,-0.03203333,false,0.66666667,none
V08-CON-GAN-SUM-26,as_observed,gangneung,summer,abnormal,deep_day_full_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-26,load_unavailable,gangneung,summer,abnormal,deep_day_full_activation,0.66256667,anomaly,false,-0.10776667,false,0.33333333,none
V08-CON-GAN-SUM-26,weather_unavailable,gangneung,summer,abnormal,deep_day_full_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-26,phase_unavailable,gangneung,summer,abnormal,deep_day_full_activation,0.69886667,anomaly,false,-0.07146667,false,0.33333333,none
V08-CON-GAN-SUM-27,as_observed,gangneung,summer,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-27,load_unavailable,gangneung,summer,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-27,weather_unavailable,gangneung,summer,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-27,phase_unavailable,gangneung,summer,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-28,as_observed,gangneung,summer,abnormal,phase_selective_activation,0.52466667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-28,load_unavailable,gangneung,summer,abnormal,phase_selective_activation,0.46933333,normal,false,-0.05533333,false,0.33333333,none
V08-CON-GAN-SUM-28,weather_unavailable,gangneung,summer,abnormal,phase_selective_activation,0.52466667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-28,phase_unavailable,gangneung,summer,abnormal,phase_selective_activation,0.51113333,abstain,true,-0.01353333,true,0.33333333,none
V08-CON-GAN-SUM-29,as_observed,gangneung,summer,abnormal,weak_long_duration_activation,0.94966667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-29,load_unavailable,gangneung,summer,abnormal,weak_long_duration_activation,0.85983333,anomaly,false,-0.08983333,false,0.33333333,none
V08-CON-GAN-SUM-29,weather_unavailable,gangneung,summer,abnormal,weak_long_duration_activation,0.94966667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-29,phase_unavailable,gangneung,summer,abnormal,weak_long_duration_activation,0.89613333,anomaly,false,-0.05353333,false,0.33333333,none
V08-CON-GAN-SUM-30,as_observed,gangneung,summer,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-30,load_unavailable,gangneung,summer,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-30,weather_unavailable,gangneung,summer,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-30,phase_unavailable,gangneung,summer,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-31,as_observed,gangneung,summer,abnormal,moderate_load_mismatch,0.40133333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-31,load_unavailable,gangneung,summer,abnormal,moderate_load_mismatch,0.33366667,normal,false,-0.06766667,false,0.33333333,none
V08-CON-GAN-SUM-31,weather_unavailable,gangneung,summer,abnormal,moderate_load_mismatch,0.40133333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-31,phase_unavailable,gangneung,summer,abnormal,moderate_load_mismatch,0.37546667,normal,false,-0.02586667,false,0.33333333,none
V08-CON-GAN-SUM-32,as_observed,gangneung,summer,abnormal,moderate_load_mismatch,0.94966667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-32,load_unavailable,gangneung,summer,abnormal,moderate_load_mismatch,0.85983333,anomaly,false,-0.08983333,false,0.33333333,none
V08-CON-GAN-SUM-32,weather_unavailable,gangneung,summer,abnormal,moderate_load_mismatch,0.94966667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-32,phase_unavailable,gangneung,summer,abnormal,moderate_load_mismatch,0.89613333,anomaly,false,-0.05353333,false,0.33333333,none
V08-CON-GAN-SUM-33,as_observed,gangneung,summer,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-33,load_unavailable,gangneung,summer,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-33,weather_unavailable,gangneung,summer,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-33,phase_unavailable,gangneung,summer,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-34,as_observed,gangneung,summer,abnormal,partial_activation_long_persistence,0.64800000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-34,load_unavailable,gangneung,summer,abnormal,partial_activation_long_persistence,0.60500000,anomaly,false,-0.04300000,false,0.33333333,none
V08-CON-GAN-SUM-34,weather_unavailable,gangneung,summer,abnormal,partial_activation_long_persistence,0.64800000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-34,phase_unavailable,gangneung,summer,abnormal,partial_activation_long_persistence,0.64680000,anomaly,false,-0.00120000,false,0.33333333,none
V08-CON-GAN-SUM-35,as_observed,gangneung,summer,abnormal,phase_anomaly_moderate_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-35,load_unavailable,gangneung,summer,abnormal,phase_anomaly_moderate_activation,0.66256667,anomaly,false,-0.10776667,false,0.33333333,none
V08-CON-GAN-SUM-35,weather_unavailable,gangneung,summer,abnormal,phase_anomaly_moderate_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-35,phase_unavailable,gangneung,summer,abnormal,phase_anomaly_moderate_activation,0.69886667,anomaly,false,-0.07146667,false,0.33333333,none
V08-CON-GAN-SUM-36,as_observed,gangneung,summer,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-36,load_unavailable,gangneung,summer,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-SUM-36,weather_unavailable,gangneung,summer,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-SUM-36,phase_unavailable,gangneung,summer,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-AUT-01,as_observed,gangneung,autumn,normal,normal_full_operation,0.27333333,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-01,load_unavailable,gangneung,autumn,normal,normal_full_operation,0.28526667,normal,false,0.01193333,false,0.66666667,none
V08-CON-GAN-AUT-01,weather_unavailable,gangneung,autumn,normal,normal_full_operation,0.27333333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-01,phase_unavailable,gangneung,autumn,normal,normal_full_operation,0.30066667,normal,false,0.02733333,false,0.66666667,none
V08-CON-GAN-AUT-02,as_observed,gangneung,autumn,normal,normal_full_operation,0.31566667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-02,load_unavailable,gangneung,autumn,normal,normal_full_operation,0.34723333,normal,false,0.03156667,false,0.66666667,none
V08-CON-GAN-AUT-02,weather_unavailable,gangneung,autumn,normal,normal_full_operation,0.31566667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-02,phase_unavailable,gangneung,autumn,normal,normal_full_operation,0.33733333,normal,false,0.02166667,false,0.66666667,none
V08-CON-GAN-AUT-03,as_observed,gangneung,autumn,normal,normal_full_operation,0.35400000,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-03,load_unavailable,gangneung,autumn,normal,normal_full_operation,0.37400000,normal,false,0.02000000,false,0.66666667,none
V08-CON-GAN-AUT-03,weather_unavailable,gangneung,autumn,normal,normal_full_operation,0.35400000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-03,phase_unavailable,gangneung,autumn,normal,normal_full_operation,0.36960000,normal,false,0.01560000,false,0.66666667,none
V08-CON-GAN-AUT-04,as_observed,gangneung,autumn,normal,twilight_boundary_operation,0.05166667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-04,load_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.06143333,normal,false,0.00976667,false,0.66666667,none
V08-CON-GAN-AUT-04,weather_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.05166667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-04,phase_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.07683333,normal,false,0.02516667,false,0.66666667,none
V08-CON-GAN-AUT-05,as_observed,gangneung,autumn,normal,twilight_boundary_operation,0.18033333,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-05,load_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.21836667,normal,false,0.03803333,false,0.66666667,none
V08-CON-GAN-AUT-05,weather_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.18033333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-05,phase_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.20846667,normal,false,0.02813333,false,0.66666667,none
V08-CON-GAN-AUT-06,as_observed,gangneung,autumn,normal,twilight_boundary_operation,0.43866667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-06,load_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.48713333,normal,false,0.04846667,false,0.66666667,none
V08-CON-GAN-AUT-06,weather_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.43866667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-06,phase_unavailable,gangneung,autumn,normal,twilight_boundary_operation,0.48273333,normal,false,0.04406667,false,0.66666667,none
V08-CON-GAN-AUT-07,as_observed,gangneung,autumn,normal,short_transient_spike,0.00966667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-07,load_unavailable,gangneung,autumn,normal,short_transient_spike,0.01523333,normal,false,0.00556667,false,0.66666667,none
V08-CON-GAN-AUT-07,weather_unavailable,gangneung,autumn,normal,short_transient_spike,0.00966667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-07,phase_unavailable,gangneung,autumn,normal,short_transient_spike,0.03063333,normal,false,0.02096667,false,0.66666667,none
V08-CON-GAN-AUT-08,as_observed,gangneung,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-08,load_unavailable,gangneung,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-08,weather_unavailable,gangneung,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-08,phase_unavailable,gangneung,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-09,as_observed,gangneung,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-09,load_unavailable,gangneung,autumn,normal,short_transient_spike,0.03480000,normal,false,0.00416667,false,0.33333333,none
V08-CON-GAN-AUT-09,weather_unavailable,gangneung,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-AUT-09,phase_unavailable,gangneung,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-10,as_observed,gangneung,autumn,normal,allowed_partial_operation,0.20066667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-10,load_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.22533333,normal,false,0.02466667,false,0.33333333,none
V08-CON-GAN-AUT-10,weather_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.20066667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-10,phase_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.24073333,normal,false,0.04006667,false,0.33333333,none
V08-CON-GAN-AUT-11,as_observed,gangneung,autumn,normal,allowed_partial_operation,0.00433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-11,load_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.02476667,normal,false,0.02043333,false,0.33333333,none
V08-CON-GAN-AUT-11,weather_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.00433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-11,phase_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.01486667,normal,false,0.01053333,false,0.33333333,none
V08-CON-GAN-AUT-12,as_observed,gangneung,autumn,normal,allowed_partial_operation,0.07333333,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-AUT-12,load_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.08526667,normal,false,0.01193333,false,0.66666667,none
V08-CON-GAN-AUT-12,weather_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.07333333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-12,phase_unavailable,gangneung,autumn,normal,allowed_partial_operation,0.10066667,normal,false,0.02733333,false,0.66666667,none
V08-CON-GAN-AUT-13,as_observed,gangneung,autumn,normal,temporary_load_fluctuation,0.00966667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-13,load_unavailable,gangneung,autumn,normal,temporary_load_fluctuation,0.01523333,normal,false,0.00556667,false,0.33333333,none
V08-CON-GAN-AUT-13,weather_unavailable,gangneung,autumn,normal,temporary_load_fluctuation,0.00966667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-13,phase_unavailable,gangneung,autumn,normal,temporary_load_fluctuation,0.03063333,normal,false,0.02096667,false,0.33333333,none
V08-CON-GAN-AUT-14,as_observed,gangneung,autumn,normal,temporary_load_fluctuation,0.00433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-14,load_unavailable,gangneung,autumn,normal,temporary_load_fluctuation,0.02476667,normal,false,0.02043333,false,0.33333333,none
V08-CON-GAN-AUT-14,weather_unavailable,gangneung,autumn,normal,temporary_load_fluctuation,0.00433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-14,phase_unavailable,gangneung,autumn,normal,temporary_load_fluctuation,0.01486667,normal,false,0.01053333,false,0.33333333,none
V08-CON-GAN-AUT-15,as_observed,gangneung,autumn,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-AUT-15,load_unavailable,gangneung,autumn,normal,feature_missing_normal,0.15760000,normal,false,-0.00226667,false,0.00000000,none
V08-CON-GAN-AUT-15,weather_unavailable,gangneung,autumn,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-AUT-15,phase_unavailable,gangneung,autumn,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-AUT-16,as_observed,gangneung,autumn,normal,feature_missing_normal,0.20433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-16,load_unavailable,gangneung,autumn,normal,feature_missing_normal,0.22476667,normal,false,0.02043333,false,0.33333333,none
V08-CON-GAN-AUT-16,weather_unavailable,gangneung,autumn,normal,feature_missing_normal,0.20433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-16,phase_unavailable,gangneung,autumn,normal,feature_missing_normal,0.21486667,normal,false,0.01053333,false,0.33333333,none
V08-CON-GAN-AUT-17,as_observed,gangneung,autumn,normal,high_cloud_or_rainfall_hard_negative,0.58033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-17,load_unavailable,gangneung,autumn,normal,high_cloud_or_rainfall_hard_negative,0.65836667,anomaly,false,0.07803333,false,0.33333333,none
V08-CON-GAN-AUT-17,weather_unavailable,gangneung,autumn,normal,high_cloud_or_rainfall_hard_negative,0.58033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-GAN-AUT-17,phase_unavailable,gangneung,autumn,normal,high_cloud_or_rainfall_hard_negative,0.64846667,anomaly,false,0.06813333,false,0.33333333,none
V08-CON-GAN-AUT-18,as_observed,gangneung,autumn,normal,high_cloud_or_rainfall_hard_negative,0.93866667,anomaly,false,0.00000000,false,0.66666667,none
