smart_uid,province,municipality,road_name,address_road,address_lot,latitude,longitude,lighting_control,sensor_type,manager,manager_phone,data_date,source_file
SMART-418796c6f0,충청남도,홍성군,내포로,,충청남도 홍성군 구항면 황곡리 57-6,36.585543,126.6317361,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-abf908c91c,충청남도,홍성군,내포로,,충청남도 홍성군 구항면 황곡리 57-6,36.58551308,126.6317027,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-2eea25d14e,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-2,36.5856551,126.6328806,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-0945ac0ed4,충청남도,홍성군,내포로,,충청남도 홍성군 구항면 황곡리 57-6,36.5855977,126.6317361,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-6ad1cac616,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 697-5,36.53912767,126.7375268,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-f673befa87,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 725-18,36.53913559,126.7371176,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-2a56a0905b,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 오관리 590-2,36.59813391,126.6588318,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-3a7c0f8222,충청남도,홍성군,충서로,,충청남도 홍성군 금마면 장성리 374-19,36.6045837,126.6867653,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-be786b2f3c,충청남도,홍성군,조양로65번길,,충청남도 홍성군 홍성읍 오관리 670-3,36.60145131,126.6569101,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-5f32d4bd68,충청남도,홍성군,조양로65번길,,충청남도 홍성군 홍성읍 오관리 671-10,36.60129586,126.6572424,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-9244e195d0,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 60-1,36.5875708,126.6655015,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-da02d22a6a,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 62-9,36.5886466,126.6653414,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-5ac498e927,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 62-3,36.5889596,126.665659,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-62853b5a40,충청남도,홍성군,조양로,,충청남도 홍성군 홍성읍 고암리 572-2,36.5997617,126.6753744,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-2dfae3e066,충청남도,홍성군,충서로,,충청남도 홍성군 홍성읍 옥암리 산13-12,36.5906679,126.6557918,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-eba6bb9b13,충청남도,홍성군,조양로,,충청남도 홍성군 홍성읍 고암리 969,36.6003665,126.6726955,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-e6180d62af,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 오관리 441-5,36.5978937,126.66134,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-eef55d3312,충청남도,홍성군,홍장북로,충청남도 홍성군 홍성읍 홍장북로 418,충청남도 홍성군 홍성읍 남장리 75-3,36.5921519,126.6692413,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-933e5e28d4,충청남도,홍성군,홍장북로,,충청남도 홍성군 홍성읍 남장리 75-91,36.59131701,126.6694213,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-ea710a97cc,충청남도,홍성군,충서로,,충청남도 홍성군 홍성읍 옥암리 294-3,36.5895977,126.6569439,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-564c5539ac,충청남도,홍성군,충서로,,충청남도 홍성군 홍성읍 옥암리 231-12,36.59229588,126.6548111,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-4eaf75909e,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 62-3,36.5887691,126.6658589,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-10f012c91e,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 63-3,36.5889025,126.6663672,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-83eb20edc7,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 488-12,36.5892087,126.6677755,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-09be1caded,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.5894665,126.6577285,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-c2878e2dbb,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 487-6,36.5897519,126.6699041,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-640d2a1856,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 68-1,36.5896085,126.6683349,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-873b6738e2,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 66-3,36.5892872,126.667002,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-28dc0f20da,충청남도,홍성군,조양로65번길,,충청남도 홍성군 홍성읍 오관리 676-8,36.60078031,126.6586427,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-6d8699ba68,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 61-2,36.5881646,126.6654694,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-d1df5364ca,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 59,36.5870851,126.6655612,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-a442b141f1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 63-4,36.5891266,126.6663563,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-df0b3ce5c7,충청남도,홍성군,조양로,,충청남도 홍성군 홍성읍 고암리 555-1,36.59977399,126.6740557,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-8ba9a4220b,충청남도,홍성군,조양로,,충청남도 홍성군 홍성읍 고암리 552-2,36.59997772,126.6732006,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-7b23721f78,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 57-1,36.5873917,126.6659281,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-7e8a0f2c69,충청남도,홍성군,홍남로,,충청남도 홍성군 은하면 장척리 901-4,36.50191965,126.5985281,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-4425788c7d,충청남도,홍성군,조양로65번길,,충청남도 홍성군 홍성읍 오관리 671-8,36.60120757,126.6575357,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-f9de130eac,충청남도,홍성군,홍남로,,충청남도 홍성군 광천읍 광천리 30-5,36.5078248,126.6361421,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-1abc6e11f0,충청남도,홍성군,홍남로,,충청남도 홍성군 광천읍 광천리 32-4,36.50626006,126.6350386,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-8187e16989,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 대영리 535-1,36.5613573,126.7259228,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-2b835370c4,충청남도,홍성군,남부순환로,,충청남도 홍성군 금마면 장성리 406-3,36.6004483441,126.68742926,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-e5e3250a48,충청남도,홍성군,남부순환로,,충청남도 홍성군 금마면 장성리 374-2,36.6028245119,126.6870500553,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-88d272f374,충청남도,홍성군,홍남로,,충청남도 홍성군 광천읍 광천리 30-4,36.5074075,126.6349711,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-156348a3df,충청남도,홍성군,홍남로,,충청남도 홍성군 광천읍 광천리 30-5,36.5078931,126.6350246,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-1980dc2286,충청남도,홍성군,월산로30번길,충청남도 홍성군 홍성읍 월산로30번길 1,충청남도 홍성군 홍성읍 월산리 844-5,36.59831944,126.6496395,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-ac5534366e,충청남도,홍성군,홍남로,충청남도 홍성군 광천읍 홍남로 696-10,충청남도 홍성군 광천읍 광천리 468,36.50346707,126.6282217,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-f711e043ae,충청남도,홍성군,광천로,,충청남도 홍성군 광천읍 광천리 236-18,36.5003254,126.6257847,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-e1c76fda98,충청남도,홍성군,홍남로,,충청남도 홍성군 광천읍 광천리 30-1,36.5081761,126.6353434,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-1a6faa5c56,충청남도,홍성군,충절로,,충청남도 홍성군 홍성읍 구룡리 산99,36.58278401,126.6980187,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-efc78f6bc0,충청남도,홍성군,조양로,충청남도 홍성군 홍성읍 조양로10번길 5,충청남도 홍성군 홍성읍 옥암리 45-4,36.59612806,126.6577392,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-9e6abaeb11,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 122-5,36.58897324,126.6608783,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-d27e9e7629,충청남도,홍성군,충서로,,충청남도 홍성군 금마면 장성리 374-19,36.6045347,126.6867653,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-d699176e50,충청남도,홍성군,충서로,,충청남도 홍성군 금마면 장성리 414-63,36.60505307,126.6871763,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-ea9608f4e8,충청남도,홍성군,충서로,,충청남도 홍성군 금마면 장성리 414-38,36.60497061,126.6873354,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-b14d35d806,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 오관리 589-3,36.59813726,126.6597013,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-fedcf36465,충청남도,홍성군,조양로65번길,,충청남도 홍성군 홍성읍 오관리 671-8,36.60120757,126.6575773,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-dac609dd2b,충청남도,홍성군,조양로,충청남도 홍성군 홍성읍 조양로61번길 6,충청남도 홍성군 홍성읍 오관리 694-2,36.60172996,126.6595378,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-dad988c3dd,충청남도,홍성군,의사로,,충청남도 홍성군 홍성읍 대교리 577,36.6023847,126.6710962,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-5f27583e7c,충청남도,홍성군,의사로,,충청남도 홍성군 홍성읍 대교리 534,36.60355294,126.671132,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-99a92df31a,충청남도,홍성군,아문길,충청남도 홍성군 홍성읍 아문길29번길 48,충청남도 홍성군 홍성읍 오관리 245-1,36.6013668,126.6639337,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-234181fa45,충청남도,홍성군,충서로,,충청남도 홍성군 금마면 장성리 376-24,36.60427782,126.6856666,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-c42a430b88,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 오관리 590-2,36.59813391,126.6588409,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-a26b2cf556,충청남도,홍성군,조양로,충청남도 홍성군 홍성읍 조양로10번길 131,충청남도 홍성군 홍성읍 오관리 411-2,36.59972856,126.6627011,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-320834fd75,충청남도,홍성군,의사로63번길,충청남도 홍성군 홍성읍 의사로63번길 3,,36.6030892006,126.6712236303,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-bb0c9d5f7c,충청남도,홍성군,홍덕서로,,충청남도 홍성군 홍성읍 월산리 615-3,36.60786236,126.6407114,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-5e916cad8d,충청남도,홍성군,조양로,충청남도 홍성군 홍성읍 조양로144번길 27,충청남도 홍성군 홍성읍 오관리 225-1,36.6004009,126.6654064,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-fdcefadcde,충청남도,홍성군,충서로1216번길,,충청남도 홍성군 홍성읍 남장리 503,36.5844397,126.6563003,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-8c1e9ee1cd,충청남도,홍성군,조양로,충청남도 홍성군 홍성읍 조양로144번길 26,충청남도 홍성군 홍성읍 오관리 226-4,36.60069505,126.6653297,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-082df2e898,충청남도,홍성군,충절로,,충청남도 홍성군 홍동면 금당리 997-1,36.56103044,126.7269169,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-bd89b66d1d,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 오관리 551-2,36.59529372,126.6688791,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-b9a736c885,충청남도,홍성군,충서로,,충청남도 홍성군 홍성읍 월산리 70,36.60395257,126.652811,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-fd9b752f9b,충청남도,홍성군,홍장북로,,충청남도 홍성군 홍성읍 고암리 652-1,36.5959819,126.6694464,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-1b5c4387e4,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 697-5,36.53912767,126.7375433,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-d735d41a66,충청남도,홍성군,충절로,충청남도 홍성군 장곡면 충절로 34,충청남도 홍성군 장곡면 월계리 81-1,36.53896222,126.7382654,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-d336f668d9,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 122-5,36.5889121,126.6608783,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-859cb31310,충청남도,홍성군,홍덕서로,충청남도 홍성군 홍성읍 홍덕서로 51,충청남도 홍성군 홍성읍 월산리 92-3,36.60516995,126.6478272,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-606da52f84,충청남도,홍성군,충절로,,충청남도 홍성군 홍동면 금당리 534-1,36.56111747,126.7267627,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-8471cf0010,충청남도,홍성군,월산로50번길,,충청남도 홍성군 홍성읍 월산리 157-7,36.60321916,126.6475154,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-e997bf3375,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 155-1,36.53897567,126.7380453,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-a6e7e05e06,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 남장리 131,36.5846974,126.6659059,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-a63fd41115,충청남도,홍성군,조양로33번길,,충청남도 홍성군 홍성읍 오관리 645-7,36.59810484,126.655955,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-3190d6c9a4,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 학계리 533-4,36.5733684,126.6550201,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-2bde4bbc46,충청남도,홍성군,조양로,충청남도 홍성군 홍성읍 조양로33번길 13,충청남도 홍성군 홍성읍 옥암리 61-3,36.5979794,126.6565321,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-52912f1761,충청남도,홍성군,홍남로,,충청남도 홍성군 광천읍 상정리 563-2,36.50505938,126.6142314,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-c57f73ee5f,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 873-7,36.58549445,126.6347005,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-426a8821ad,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 학계리 533-4,36.57337703,126.6550201,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-e229c9d62d,충청남도,홍성군,조양로65번길,,충청남도 홍성군 홍성읍 오관리 662-17,36.60149035,126.6566613,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-a2d0faac38,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 오관리 435-18,36.5994072,126.6629671,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-ed19562d81,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 효학리 104-7,36.56269957,126.7243208,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-85cf5a2c37,충청남도,홍성군,충서로,,충청남도 홍성군 금마면 장성리 374-19,36.60454743,126.6867653,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-47b32cabf7,충청남도,홍성군,남부순환로,,충청남도 홍성군 금마면 장성리 374-2,36.6028245119,126.6870500553,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-2215ed2f19,충청남도,홍성군,조양로,충청남도 홍성군 홍성읍 조양로65번길 59,충청남도 홍성군 홍성읍 오관리 662-24,36.6014178,126.6563805,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-5f65e0e19b,충청남도,홍성군,광천로,,충청남도 홍성군 광천읍 신진리 417-12,36.5039139,126.6251893,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-aa838ecfc6,충청남도,홍성군,월산로,충청남도 홍성군 홍성읍 월산로50번길 41,충청남도 홍성군 홍성읍 월산리 825-1,36.60191168,126.6472709,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-a41b340bc8,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 금당리 200,36.55809386,126.7289219,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-bd4aba07c7,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 66-2,36.53836354,126.7398457,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-d240d08203,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 97-3,36.538452,126.7409516,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-37880997e4,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 693-2,36.53824827,126.7407351,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-57bed0f1df,충청남도,홍성군,충절로,,충청남도 홍성군 장곡면 월계리 65-2,36.53832352,126.7402863,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-7e96a4924b,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 금당리 195-4,36.55712801,126.7293529,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-8108ca6c0a,충청남도,홍성군,충서로,,충청남도 홍성군 홍성읍 소향리 95,36.6057097,126.6549126,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-dd4b74bf83,충청남도,홍성군,홍덕서로,,충청남도 홍성군 홍성읍 소향리 383-6,36.6055763,126.6498603,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-066ed3d893,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 금당리 201-2,36.55843921,126.7287853,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-561aaf80a0,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 대영리 490-2,36.56044376,126.7272342,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-eadb093176,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 금당리 203-5,36.5593653,126.7284236,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-e3de919504,충청남도,홍성군,충절로170번길,,충청남도 홍성군 홍동면 금당리 203-8,36.55890578,126.7284235,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-1ce4f63ff8,충청남도,홍성군,충절로,,충청남도 홍성군 홍동면 금당리 953-14,36.56103411,126.7270147,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-b2c29dba92,충청남도,홍성군,문화로,,충청남도 홍성군 홍성읍 오관리 174,36.60310806,126.6642495,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-b4ead2c813,충청남도,홍성군,충절로1007번길,,충청남도 홍성군 홍성읍 고암리 652-15,36.59655386,126.6697847,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-edac368b9f,충청남도,홍성군,홍장북로,,충청남도 홍성군 홍성읍 오관리 346-53,36.595943,126.6688354,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-374df4bd72,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 오관리 551-3,36.5949389,126.6685806,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-5f7f75ab87,충청남도,홍성군,홍양길,,충청남도 홍성군 금마면 장성리 370-21,36.60495306,126.6889566,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-dbedca6213,충청남도,홍성군,홍장북로,,충청남도 홍성군 홍성읍 고암리 654,36.59520663,126.6693223,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-c8146fb89a,충청남도,홍성군,홍장북로,충청남도 홍성군 홍성읍 홍장북로475번길 2-3,충청남도 홍성군 홍성읍 오관리 343-13,36.5973097,126.6694361,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-b33600ecaf,충청남도,홍성군,홍성천길,,충청남도 홍성군 홍성읍 오관리 891-8,36.59622607,126.6693746,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-27bac2c788,충청남도,홍성군,홍장북로,충청남도 홍성군 홍성읍 홍장북로 480,충청남도 홍성군 홍성읍 오관리 343-11,36.59728918,126.6699763,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-f23af7f862,충청남도,홍성군,홍장북로,,충청남도 홍성군 홍성읍 오관리 346-29,36.59673937,126.6692515,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-fbcea1c8a5,충청남도,홍성군,홍장북로,충청남도 홍성군 홍성읍 홍장북로 466,충청남도 홍성군 홍성읍 고암리 652-11,36.59625783,126.6695573,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
SMART-5d60c15b34,충청남도,홍성군,문화로,,충청남도 홍성군 홍성읍 오관리 173-6,36.60316065,126.6640344,Y,조도센서,충청남도 홍성군청,041-630-1582,2025-11-11,전국스마트가로등표준데이터.csv
